time (s),accel mean (g),accel std (g)
0,0.00639391574959017,0.0250604722335574
4.99999999998835e-05,0.0353213157495902,0.0255876683057548
0.000100000000000655,0.16321271574959,0.0595073945361651
0.000150000000000539,0.30632871574959,0.0862600017435934
0.000200000000000422,0.40681451574959,0.0425147409652819
0.000250000000000306,0.45096731574959,0.0355144647725323
0.000300000000000189,0.50425511574959,0.0315554686687181
0.000350000000000072,0.52404791574959,0.0383739110679479
0.000399999999999956,0.52252531574959,0.0637128194998466
0.000449999999999839,0.52100271574959,0.0765489857599539
0.000500000000000611,0.52709291574959,0.0721241131104421
0.000550000000000495,0.55906551574959,0.0492761127064783
0.000600000000000378,0.57429071574959,0.0416509265789165
0.000650000000000261,0.60474091574959,0.0327547247395818
0.000700000000000145,0.62453371574959,0.02721390853888
0.000750000000000028,0.61996611574959,0.0515569673460531
0.000799999999999912,0.64128111574959,0.0521424679820351
0.000850000000000684,0.62910111574959,0.0524201219710784
0.000900000000000567,0.63214611574959,0.0334055293440289
0.00095000000000045,0.61235351574959,0.0514642869869056
0.00100000000000033,0.61996591574959,0.0557709706151935
0.00105000000000022,0.63366871574959,0.0659550699315302
0.0011000000000001,0.64128131574959,0.0782026273277601
0.00114999999999998,0.63519111574959,0.0313452325527219
0.00119999999999987,0.62605611574959,0.055879999887319
0.00125000000000064,0.61996611574959,0.0822312858270725
0.00130000000000052,0.60169611574959,0.0643646187980435
0.00135000000000041,0.58799331574959,0.0291114847255894
0.00140000000000029,0.60778611574959,0.0382782869294299
0.00145000000000017,0.63366871574959,0.0159142375811241
0.00150000000000006,0.66868631574959,0.0263900570406881
0.00154999999999994,0.66564131574959,0.0372299610432553
0.00160000000000071,0.63823611574959,0.0402790520662241
0.0016500000000006,0.60321831574959,0.0427981850543495
0.00170000000000048,0.60626331574959,0.0580147038603079
0.00175000000000036,0.64432611574959,0.0591846107415694
0.00180000000000025,0.66716371574959,0.0301280651056983
0.00185000000000013,0.63366871574959,0.0298590725968131
0.00190000000000001,0.60169591574959,0.0505813455402104
0.0019499999999999,0.60017331574959,0.0760505179187163
0.00200000000000067,0.60169571574959,0.0866327718713627
0.00205000000000055,0.61235351574959,0.0639213807670156
0.00210000000000043,0.61235351574959,0.040442076978691
0.00215000000000032,0.58951591574959,0.0449093982184465
0.0022000000000002,0.58190331574959,0.0603154620265397
0.00225000000000009,0.57733571574959,0.0829292267682807
0.00229999999999997,0.55449811574959,0.0617571932955076
0.00234999999999985,0.53775031574959,0.0602627599883307
0.00240000000000062,0.53622791574959,0.0613536413926098
0.00245000000000051,0.57885831574959,0.0543313110676363
0.00250000000000039,0.61083091574959,0.0366464952960715
0.00255000000000027,0.60778611574959,0.042501614659115
0.00260000000000016,0.56211051574959,0.0546640327086643
0.00265000000000004,0.50882271574959,0.0571987566867836
0.00269999999999992,0.49816531574959,0.0607254829157865
0.0027500000000007,0.51948031574959,0.0373680406880128
0.00280000000000058,0.51795771574959,0.0251695252714682
0.00285000000000046,0.50882271574959,0.0276461549750969
0.00290000000000035,0.49664251574959,0.0410431988579949
0.00295000000000023,0.48903011574959,0.0531916814370889
0.00300000000000011,0.48750751574959,0.0609869457330914
0.00305,0.50882291574959,0.0442229749187399
0.00309999999999988,0.55145331574959,0.0625364026594239
0.00315000000000065,0.55602031574959,0.0781576375579268
0.00320000000000054,0.53166031574959,0.0612919978661602
0.00325000000000042,0.49511991574959,0.0449788746461719
0.0033000000000003,0.47532731574959,0.0517777671054785
0.00335000000000019,0.47532751574959,0.050700925464987
0.00340000000000007,0.47837251574959,0.0262606467464408
0.00344999999999995,0.47837251574959,0.0360298113643504
0.00349999999999984,0.49664271574959,0.0415459449057171
0.00355000000000061,0.50425511574959,0.0437842999183434
0.00360000000000049,0.52557031574959,0.0228793735121632
0.00365000000000038,0.49207531574959,0.0527820192456251
0.00370000000000026,0.45248951574959,0.0487283472213652
0.00375000000000014,0.45553471574959,0.0349186655527314
0.00380000000000003,0.45248971574959,0.0689278876209869
0.00384999999999991,0.43269711574959,0.0586940680321624
0.00390000000000068,0.40529191574959,0.0652394299340977
0.00395000000000056,0.39615671574959,0.0688508749158593
0.00400000000000045,0.41442691574959,0.041675911158482
0.00405000000000033,0.42812971574959,0.0457481203483308
0.00410000000000021,0.42203971574959,0.0714367690874405
0.0041500000000001,0.40529191574959,0.0844547621823193
0.00419999999999998,0.37027411574959,0.0751453589157093
0.00424999999999986,0.38702171574959,0.0498363540907913
0.00430000000000064,0.40833711574959,0.0639951095749523
0.00435000000000052,0.37636431574959,0.0638107442339873
0.0044000000000004,0.38397691574959,0.0435195115880584
0.00445000000000029,0.40072451574959,0.0533429737383386
0.00450000000000017,0.39615691574959,0.059021315594717
0.00455000000000005,0.40833691574959,0.0468747968106668
0.00459999999999994,0.42356211574959,0.0334287352432157
0.00465000000000071,0.41899431574959,0.0309629972390631
0.00470000000000059,0.39767951574959,0.0501350025913788
0.00475000000000048,0.39006691574959,0.0332819093570783
0.00480000000000036,0.37940911574959,0.0537354045324454
0.00485000000000024,0.36113911574959,0.0662619489785473
0.00490000000000013,0.36418411574959,0.0541657918716423
0.00495000000000001,0.36875151574959,0.0573593368867756
0.00499999999999989,0.36266151574959,0.0777692405679513
0.00505000000000067,0.35657151574959,0.0863069482469526
0.00510000000000055,0.33373391574959,0.0671361775542835
0.00515000000000043,0.33830131574959,0.0450557148400857
0.00520000000000032,0.37788671574959,0.0541850267510966
0.0052500000000002,0.38854431574959,0.0287132726316895
0.00530000000000008,0.36113911574959,0.0408809886052054
0.00534999999999997,0.31394151574959,0.0279545307828866
0.00539999999999985,0.30023871574959,0.0275190887358725
0.00545000000000062,0.32155391574959,0.0384899258843478
0.0055000000000005,0.32003111574959,0.0244771628450918
0.00555000000000039,0.31241891574959,0.0347780442812402
0.00560000000000027,0.32612131574959,0.0463263649193277
0.00565000000000015,0.31241871574959,0.0460799845757704
0.00570000000000004,0.32155391574959,0.0363940656244567
0.00574999999999992,0.28958131574959,0.0418081090858162
0.00580000000000069,0.24847311574959,0.0447399983133068
0.00585000000000058,0.24542831574959,0.0251642626335441
0.00590000000000046,0.27283331574959,0.0205966570367537
0.00595000000000034,0.30480611574959,0.0153423162007346
0.00600000000000023,0.31394131574959,0.0522970955120719
0.00605000000000011,0.31546391574959,0.0681357732335984
0.00609999999999999,0.28349111574959,0.0436733745663015
0.00614999999999988,0.27435611574959,0.0354300244828911
0.00620000000000065,0.28501331574959,0.0410054608169956
0.00625000000000053,0.29414851574959,0.0463801880447776
0.00630000000000042,0.29567131574959,0.0637673347356298
0.0063500000000003,0.27283311574959,0.0856677295239028
0.00640000000000018,0.24086071574959,0.0605879437876549
0.00645000000000007,0.26065351574959,0.0495974628393515
0.00649999999999995,0.27587851574959,0.0369418914685391
0.00655000000000072,0.26065351574959,0.0215044650739266
0.00660000000000061,0.23629291574959,0.0358213127367798
0.00665000000000049,0.24542831574959,0.0317008667622768
0.00670000000000037,0.26369831574959,0.0380884175587773
0.00675000000000026,0.26369811574959,0.0415413789334072
0.00680000000000014,0.20279791574959,0.0462354890863525
0.00685000000000002,0.18300531574959,0.0460907654478561
0.00689999999999991,0.18452771574959,0.0594849845067401
0.00695000000000068,0.19975291574959,0.0572714489182706
0.00700000000000056,0.22868051574959,0.0659835075167381
0.00705000000000044,0.23781551574959,0.068063833543799
0.00710000000000033,0.20736531574959,0.0669265853285064
0.00715000000000021,0.18300531574959,0.0469232104464224
0.0072000000000001,0.18757291574959,0.0233880218576862
0.00724999999999998,0.19366271574959,0.0331079220942642
0.00729999999999986,0.21802291574959,0.0328237675027082
0.00735000000000063,0.22868031574959,0.0552786823200555
0.00740000000000052,0.20432031574959,0.0304350088717041
0.0074500000000004,0.19061791574959,0.0281578278198132
0.00750000000000028,0.19061771574959,0.0533288184389403
0.00755000000000017,0.18757271574959,0.0602769930482883
0.00760000000000005,0.18757291574959,0.0886136916374698
0.00764999999999993,0.18605011574959,0.0887576716604503
0.00770000000000071,0.17996011574959,0.038922686176617
0.00775000000000059,0.19518531574959,0.0278279048688062
0.00780000000000047,0.22106791574959,0.0428372973297928
0.00785000000000036,0.23172531574959,0.0361592758392214
0.00790000000000024,0.19975271574959,0.0433655635925901
0.00795000000000012,0.21041031574959,0.0542487294063167
0.00800000000000001,0.19975271574959,0.0258500513139386
0.00804999999999989,0.19670791574959,0.0284800128417334
0.00810000000000066,0.19518531574959,0.0258102746669672
0.00815000000000055,0.18909511574959,0.0236970583469976
0.00820000000000043,0.19518531574959,0.0419436842559757
0.00825000000000031,0.20584291574959,0.0472054729708465
0.0083000000000002,0.21802291574959,0.0252366931396502
0.00835000000000008,0.21345551574959,0.0262237120798548
0.00839999999999996,0.21193271574959,0.0300961624373338
0.00844900000000059,0.21650051574959,0.0503932247969606
0.00849900000000048,0.20736551574959,0.0656158304338171
0.00854900000000036,0.19975311574959,0.0588922828227461
0.00859900000000025,0.19670791574959,0.0506546662521048
0.00864900000000013,0.21954551574959,0.0434603749504274
0.00869900000000001,0.22868051574959,0.030095465118006
0.0087489999999999,0.20279791574959,0.0439164436153106
0.00879900000000067,0.16625751574959,0.0160356295525852
0.00884900000000055,0.15407771574959,0.0494944002707132
0.00889900000000043,0.17539271574959,0.0540254187435955
0.00894900000000032,0.19823031574959,0.065376811568079
0.0089990000000002,0.18605011574959,0.0720670456055253
0.00904900000000008,0.16473531574959,0.0594789777436249
0.00909899999999997,0.13428491574959,0.0623749357380926
0.00914899999999985,0.12514951574959,0.0854843877631983
0.00919900000000062,0.14798751574959,0.0854494717287821
0.00924900000000051,0.19366291574959,0.0702765046099722
0.00929900000000039,0.22106811574959,0.0491138628396858
0.00934900000000027,0.18909531574959,0.0199873647189244
0.00939900000000016,0.15712251574959,0.0460139530805662
0.00944900000000004,0.16016751574959,0.0684709752898046
0.00949899999999992,0.17082511574959,0.0645787253140339
0.0095490000000007,0.16321251574959,0.0636871520834852
0.00959900000000058,0.17539271574959,0.0586925323952729
0.00964900000000046,0.16930231574959,0.0438494168410403
0.00969900000000035,0.14798751574959,0.013303854538288
0.00974900000000023,0.14951011574959,0.040928421223978
0.00979900000000011,0.14189731574959,0.0306196394636336
0.009849,0.16778011574959,0.0528417210629598
0.00989899999999988,0.17234751574959,0.0469593453539183
0.00994900000000065,0.17691531574959,0.0643830091076749
0.00999900000000054,0.16473511574959,0.0874117106699476
0.0100490000000004,0.14646491574959,0.0725728884984914
0.0100990000000003,0.18148291574959,0.0820856509184278
0.0101490000000002,0.17082531574959,0.0705093664934526
0.0101990000000001,0.17691511574959,0.0815366517489456
0.010249,0.17234771574959,0.0731944133036126
0.0102989999999998,0.17234771574959,0.0573996893946461
0.0103490000000006,0.17387031574959,0.0342017152489146
0.0103990000000005,0.17234751574959,0.0161648561367723
0.0104490000000004,0.16016771574959,0.0480657042847505
0.0104990000000003,0.15407731574959,0.0571952385905808
0.0105490000000001,0.15712231574959,0.0618671177976215
0.010599,0.17843771574959,0.0429450859776953
0.0106489999999999,0.19061751574959,0.0765178674560889
0.0106990000000007,0.17539271574959,0.083482545359357
0.0107490000000006,0.14950991574959,0.0506981598162155
0.0107990000000004,0.14494251574959,0.0249798150191807
0.0108490000000003,0.13732971574959,0.0291022411094494
0.0108990000000002,0.15560011574959,0.0496924955752667
0.0109490000000001,0.16168991574959,0.07356478126548
0.010999,0.16169031574959,0.0729736841534166
0.0110489999999999,0.17843751574959,0.0469314603230319
0.0110990000000006,0.15103251574959,0.053546751724817
0.0111490000000005,0.13885251574959,0.0334308817141099
0.0111990000000004,0.18300511574959,0.0483206746539749
0.0112490000000003,0.21497791574959,0.0481715349628811
0.0112990000000002,0.22715811574959,0.0712531028749117
0.0113490000000001,0.21193271574959,0.0686047796512292
0.0113989999999999,0.15407771574959,0.0417752249516333
0.0114490000000007,0.12362711574959,0.0353846730168982
0.0114990000000006,0.14037491574959,0.0698192129627359
0.0115490000000005,0.16625771574959,0.0436955044221714
0.0115990000000004,0.18452771574959,0.0257881756024201
0.0116490000000002,0.20279791574959,0.0476102371203175
0.0116990000000001,0.17996031574959,0.0569003116853263
0.011749,0.14341991574959,0.0423722267047261
0.0117989999999999,0.11144711574959,0.0211795298856594
0.0118490000000007,0.0992673157495902,0.0171943815423492
0.0118990000000005,0.12667211574959,0.0215301444249773
0.0119490000000004,0.16168991574959,0.0235366460811618
0.0119990000000003,0.19214011574959,0.0182868993384263
0.0120490000000002,0.19366271574959,0.0441814677331947
0.0120990000000001,0.16778031574959,0.0397852148540436
0.012149,0.16778011574959,0.0371361628479034
0.0121989999999998,0.17082511574959,0.0334808455233016
0.0122490000000006,0.17691531574959,0.0293825914240737
0.0122990000000005,0.17539271574959,0.0513468761074551
0.0123490000000004,0.15407731574959,0.0588437395851917
0.0123990000000003,0.11601491574959,0.0744411529724278
0.0124490000000002,0.11753731574959,0.0791471076305447
0.012499,0.15864511574959,0.0622210049415804
0.0125489999999999,0.18300511574959,0.060140829186657
0.0125990000000007,0.18148271574959,0.0244204991389318
0.0126490000000006,0.17996011574959,0.0571035711398268
0.0126990000000005,0.15864491574959,0.0652932991506386
0.0127490000000003,0.12667251574959,0.0459603441275295
0.0127990000000002,0.13885231574959,0.0475240942480454
0.0128490000000001,0.17691531574959,0.0469307806765034
0.012899,0.21193291574959,0.0469137634943775
0.0129489999999999,0.20279811574959,0.0332699233873392
0.0129990000000006,0.17234771574959,0.0362190018947172
0.0130490000000005,0.15407751574959,0.0491865713423605
0.0130990000000004,0.15255491574959,0.0613277431719873
0.0131490000000003,0.12210491574959,0.0728065232044135
0.0131990000000002,0.10992451574959,0.0641726326388943
0.0132490000000001,0.13123971574959,0.0338815725332216
0.0132989999999999,0.13276231574959,0.0661243787969653
0.0133490000000007,0.15255491574959,0.0403170309376157
0.0133990000000006,0.15712251574959,0.0164904488944622
0.0134490000000005,0.18148271574959,0.0188914882983735
0.0134990000000004,0.18148271574959,0.0266066411605609
0.0135490000000003,0.17234751574959,0.0550484810290487
0.0135990000000001,0.14950991574959,0.0493392167997262
0.013649,0.13732971574959,0.044979022270981
0.0136989999999999,0.13428491574959,0.0483905291223223
0.0137490000000007,0.14798731574959,0.0377316232112317
0.0137990000000006,0.16168991574959,0.0291281460138862
0.0138490000000004,0.18148271574959,0.0339687991211636
0.0138990000000003,0.19061771574959,0.0310935048770298
0.0139490000000002,0.20279771574959,0.0422099022025655
0.0139990000000001,0.19214011574959,0.0522843734115998
0.014049,0.17082511574959,0.0361745083358601
0.0140989999999999,0.17539251574959,0.061277806689114
0.0141490000000006,0.19366271574959,0.0742287385093233
0.0141990000000005,0.18300531574959,0.06797527706226
