time (s),accel mean (g),accel std (g)
0,0.0458706308556039,0.0566266479803414
4.99999999998835e-05,0.0712462975222706,0.0271693784110982
9.99999999997669e-05,0.0687086308556039,0.0420209076882854
0.00014999999999965,0.0661709641889373,0.0272421511897165
0.000199999999999534,0.0509459641889373,0.0596060965152406
0.000249999999999417,0.025570630855604,0.0800595975965968
0.000299999999999301,0.0306459641889373,0.0694691583974456
0.000350000000000072,0.073783630855604,0.0699058353148588
0.000399999999999956,0.0763212975222706,0.0425168209220843
0.000449999999999839,0.0712459641889373,0.030187350758309
0.000499999999999723,0.040795630855604,0.0587885898956217
0.000549999999999606,0.0509459641889372,0.106099957336197
0.00059999999999949,0.0687082975222706,0.0715308869237374
0.000649999999999373,0.0560209641889373,0.0281414789846692
0.000699999999999257,0.0204959641889373,0.0543064871120106
0.000750000000000028,0.025570630855604,0.0339448145546725
0.000799999999999912,0.0458709641889372,0.0383733775850248
0.000849999999999795,0.0966212975222706,0.043985792016534
0.000899999999999679,0.109308964188937,0.0758155335877809
0.000949999999999562,0.129608630855604,0.115093408817672
0.000999999999999446,0.167671964188937,0.149664088617426
0.00104999999999933,0.198121964188937,0.0846709402515928
0.0011000000000001,0.241259630855604,0.0167855978291955
0.00114999999999998,0.276784964188937,0.0519452963031921
0.00119999999999987,0.340223297522271,0.0770104924349554
0.00124999999999975,0.403661297522271,0.0528684862577799
0.00129999999999963,0.454411630855604,0.0617444907649313
0.00134999999999952,0.522924630855604,0.0445897097744081
0.0013999999999994,0.606662630855604,0.042744558437742
0.00144999999999929,0.718313297522271,0.0701972089549685
0.00150000000000006,0.827426630855604,0.0910879542508655
0.00154999999999994,0.903552297522271,0.0640586247310268
0.00159999999999982,0.992365630855604,0.00792684206481311
0.00164999999999971,1.1141666308556,0.0146854173411823
0.00169999999999959,1.22327996418894,0.00360823514933877
0.00174999999999947,1.29686796418894,0.0282142195243931
0.00179999999999936,1.3704556308556,0.0399069536736754
0.00185000000000013,1.4770316308556,0.0872717942949181
0.00190000000000001,1.59629529752227,0.0922648879963604
0.0019499999999999,1.74347096418894,0.0895146248137312
0.00199999999999978,1.86527196418894,0.0489801987513056
0.00204999999999966,1.9591606308556,0.0540529457436545
0.00209999999999955,2.01752329752227,0.0755270038920773
0.00214999999999943,2.1114116308556,0.0570013566840148
0.00219999999999931,2.21544996418894,0.0199981569693448
0.00225000000000009,2.30426296418894,0.0503501961728877
0.00229999999999997,2.37277596418894,0.0543064871120104
0.00234999999999985,2.4489016308556,0.00959101242821313
0.00239999999999974,2.51487696418894,0.019414637024116
0.00244999999999962,2.5808526308556,0.0312309551430739
0.0024999999999995,2.63414029752227,0.0359682283695173
0.00254999999999939,2.6874286308556,0.0231534705181046
0.00259999999999927,2.75594129752227,0.028068982001139
0.00265000000000004,2.83206696418894,0.0183567087478834
0.00269999999999992,2.83714229752227,0.0282708730874783
0.00274999999999981,2.8828176308556,0.0465017434342534
0.00279999999999969,2.94117996418894,0.0403538761345672
0.00284999999999958,3.01730596418894,0.0394032168674914
0.00289999999999946,3.06805629752227,0.030132087613387
0.00294999999999934,3.1188066308556,0.0228489076411661
0.00300000000000011,3.18478229752227,0.0538445925507398
0.00305,3.22284529752227,0.0671881338317974
0.00309999999999988,3.2583706308556,0.0548504020600786
0.00314999999999976,3.31165796418894,0.0240407779518701
0.00319999999999965,3.37002129752227,0.0151018740390885
0.00324999999999953,3.4613716308556,0.0438685948820957
0.00329999999999941,3.54510996418894,0.0502898271644486
0.0033499999999993,3.64407296418894,0.0250208857736199
0.00340000000000007,3.7354236308556,0.0296474317018201
0.00344999999999995,3.79886196418894,0.0349249444248892
0.00349999999999984,3.85468696418894,0.052741728966019
0.00354999999999972,3.93335029752227,0.0629070947792284
0.0035999999999996,4.03992629752227,0.0507930244438674
0.00364999999999949,4.15665229752227,0.0383728035077627
